id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
3436,23,45000,RENT,0.0,EDUCATION,A,4000,7.49,0.09,N,2,0
3437,46,60000,MORTGAGE,13.0,VENTURE,B,5000,9.91,0.08,N,13,0
3438,32,75000,RENT,4.0,MEDICAL,B,10000,12.18,0.13,N,8,0
3439,23,62004,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.66,0.1,N,4,0
3440,23,105000,MORTGAGE,4.0,MEDICAL,B,12000,12.21,0.11,N,2,0
3441,23,56000,RENT,7.0,PERSONAL,A,10000,7.9,0.18,N,2,0
3442,27,31200,MORTGAGE,0.0,MEDICAL,E,3700,18.39,0.11,N,10,1
3443,25,47000,MORTGAGE,9.0,PERSONAL,A,2400,8.9,0.05,N,2,0
3444,24,60000,RENT,8.0,HOMEIMPROVEMENT,B,7300,11.14,0.13,N,2,0
3445,29,65000,RENT,8.0,VENTURE,C,8000,14.72,0.12,N,5,0
3446,28,60000,MORTGAGE,3.0,PERSONAL,A,5000,8.49,0.08,N,9,0
3447,23,60000,OWN,7.0,VENTURE,A,7000,7.9,0.12,N,4,0
3448,23,54000,RENT,5.0,MEDICAL,A,4800,7.9,0.09,N,3,0
3449,22,43000,OWN,6.0,EDUCATION,A,6000,7.74,0.14,N,3,0
3450,25,45000,RENT,1.0,MEDICAL,C,7000,12.68,0.16,N,3,0
3451,27,60612,MORTGAGE,11.0,MEDICAL,A,4000,8.9,0.06,N,5,0
3452,36,86000,RENT,6.0,EDUCATION,A,12000,7.88,0.14,N,13,0
3453,25,125555,OWN,2.0,MEDICAL,A,9250,8.59,0.07,N,3,0
3454,24,95000,RENT,1.0,DEBTCONSOLIDATION,B,4800,10.99,0.05,N,3,0
3455,31,62903,RENT,2.0,EDUCATION,A,11700,8.59,0.18,N,7,0
3456,36,80000,MORTGAGE,0.0,VENTURE,A,5000,7.74,0.06,N,15,0
3457,21,35496,MORTGAGE,3.0,DEBTCONSOLIDATION,B,9600,11.99,0.27,N,4,0
3458,22,54000,RENT,1.0,DEBTCONSOLIDATION,D,15000,14.42,0.28,N,2,1
3459,24,80000,RENT,4.0,HOMEIMPROVEMENT,B,5000,11.71,0.06,N,2,0
3460,21,59000,RENT,5.0,HOMEIMPROVEMENT,B,6000,11.89,0.1,N,2,1
3461,23,70560,RENT,4.0,PERSONAL,B,9600,9.99,0.14,N,2,0
3462,26,80400,MORTGAGE,2.0,VENTURE,A,12500,7.88,0.16,N,2,0
3463,24,61000,MORTGAGE,8.0,EDUCATION,C,2000,13.48,0.03,Y,4,0
3464,23,170000,MORTGAGE,0.0,EDUCATION,B,20000,10.37,0.12,N,4,0
3465,23,55000,MORTGAGE,7.0,PERSONAL,A,15000,6.03,0.27,N,2,0
3466,27,75000,RENT,4.0,MEDICAL,B,12600,11.83,0.18,N,7,0
3467,25,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2000,10.65,0.03,N,4,0
3468,26,44000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10000,15.65,0.23,Y,4,1
3469,30,45000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.99,0.09,N,10,0
3470,28,69575,RENT,9.0,MEDICAL,A,4000,6.39,0.06,N,8,0
3471,28,65000,RENT,5.0,PERSONAL,B,7000,10.37,0.11,N,7,0
3472,28,60000,MORTGAGE,12.0,MEDICAL,A,9800,8.94,0.16,N,9,0
3473,36,46000,OWN,2.0,VENTURE,A,9000,9.63,0.2,N,14,0
3474,22,70000,RENT,3.0,PERSONAL,B,14400,11.71,0.21,N,3,0
3475,22,53000,MORTGAGE,6.0,EDUCATION,B,12000,11.71,0.23,N,4,0
3476,31,113000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,6.54,0.11,N,6,1
3477,25,55000,RENT,4.0,HOMEIMPROVEMENT,A,8000,7.51,0.15,N,4,0
3478,22,33000,MORTGAGE,6.0,PERSONAL,D,7500,15.05,0.22,Y,4,1
3479,25,45000,RENT,3.0,PERSONAL,C,3600,12.73,0.08,Y,2,0
3480,32,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4800,7.49,0.07,N,10,0
3481,47,40000,RENT,2.0,MEDICAL,B,4000,12.18,0.1,N,13,0
3482,26,75000,MORTGAGE,10.0,PERSONAL,B,9000,10.99,0.12,N,4,0
3483,30,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,9600,10.99,0.15,N,10,0
3484,26,90000,MORTGAGE,5.0,PERSONAL,D,12000,14.59,0.13,N,4,0
3485,22,36000,RENT,2.0,MEDICAL,B,8400,10.99,0.23,N,4,0
3486,27,60000,RENT,11.0,VENTURE,D,10000,16.77,0.17,N,8,0
3487,27,60000,MORTGAGE,11.0,EDUCATION,A,10000,8.07,0.17,N,10,0
3488,27,90000,RENT,8.0,VENTURE,A,12000,7.49,0.13,N,9,0
3489,23,74000,MORTGAGE,7.0,PERSONAL,B,7500,10.59,0.1,N,3,1
3490,39,90000,MORTGAGE,9.0,PERSONAL,B,12000,12.53,0.13,N,13,0
3491,28,54400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.91,0.23,N,8,0
3492,22,96000,MORTGAGE,2.0,EDUCATION,A,20000,6.17,0.21,N,2,0
3493,28,60000,RENT,4.0,EDUCATION,B,12000,11.49,0.2,N,10,0
3494,22,28800,RENT,4.0,VENTURE,B,10000,9.91,0.36,N,2,0
3495,25,54600,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0.15,N,3,0
3496,32,58800,MORTGAGE,4.0,MEDICAL,B,3000,10.75,0.05,N,7,1
3497,25,84000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.51,0.12,N,2,0
3498,27,120000,MORTGAGE,4.0,PERSONAL,B,8000,10.99,0.07,N,6,0
3499,25,78000,RENT,9.0,PERSONAL,D,4000,17.27,0.05,N,2,0
3500,22,70000,MORTGAGE,6.0,PERSONAL,B,8000,11.71,0.11,N,3,0
3501,31,45000,RENT,2.0,DEBTCONSOLIDATION,A,11000,8.49,0.25,N,10,0
3502,23,70000,RENT,0.0,VENTURE,C,2000,13.57,0.03,Y,2,0
3503,22,40000,RENT,2.0,MEDICAL,A,5000,6.54,0.13,N,2,0
3504,22,49500,OWN,6.0,PERSONAL,B,4800,11.36,0.1,N,4,0
3505,22,48756,RENT,1.0,EDUCATION,C,10000,14.35,0.2,N,4,0
3506,36,60000,MORTGAGE,13.0,PERSONAL,B,15000,11.36,0.25,N,11,0
3507,26,60000,RENT,4.0,VENTURE,C,10000,13.49,0.17,Y,3,0
3508,27,65000,MORTGAGE,7.0,EDUCATION,A,10000,7.49,0.15,N,8,0
3509,23,70000,MORTGAGE,7.0,VENTURE,A,10000,5.79,0.14,N,2,0
3510,22,85000,RENT,6.0,EDUCATION,C,10000,13.48,0.12,Y,4,0
3511,23,30000,OWN,0.0,MEDICAL,A,7000,5.79,0.23,N,3,0
3512,27,83886,MORTGAGE,11.0,VENTURE,A,15000,6.03,0.18,N,7,0
3513,23,30000,RENT,1.0,HOMEIMPROVEMENT,C,10625,13.16,0.35,N,3,1
3514,26,40000,RENT,5.0,MEDICAL,A,9000,5.99,0.23,N,2,0
3515,22,29000,RENT,0.0,HOMEIMPROVEMENT,C,4000,12.73,0.14,Y,4,1
3516,29,39000,RENT,0.0,MEDICAL,D,11000,15.05,0.29,Y,6,1
3517,26,76992,MORTGAGE,10.0,EDUCATION,A,1500,6.76,0.02,N,3,0
3518,29,45000,RENT,1.0,DEBTCONSOLIDATION,C,6000,12.73,0.13,N,10,0
3519,27,174708,RENT,3.0,HOMEIMPROVEMENT,A,4800,5.42,0.03,N,9,0
3520,24,72000,MORTGAGE,5.0,VENTURE,A,5000,6.03,0.07,N,2,0
3521,27,90000,MORTGAGE,6.0,VENTURE,B,10000,9.25,0.11,N,7,0
3522,29,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,6.76,0.06,N,9,0
3523,22,54000,MORTGAGE,6.0,EDUCATION,A,10000,7.14,0.19,N,3,0
3524,27,60000,MORTGAGE,3.0,MEDICAL,A,12000,6.92,0.2,N,10,0
3525,26,66000,MORTGAGE,10.0,PERSONAL,A,6000,7.66,0.09,N,2,0
3526,30,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,7.68,0.04,N,10,0
3527,24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,6.92,0.13,N,2,0
3528,25,75000,OWN,3.0,HOMEIMPROVEMENT,B,12000,10.38,0.16,N,4,0
3529,32,120000,MORTGAGE,2.0,PERSONAL,B,15000,10.0,0.13,N,9,0
3530,28,120000,MORTGAGE,12.0,VENTURE,A,2500,5.42,0.02,N,8,0
3531,23,120000,MORTGAGE,2.0,PERSONAL,A,5000,6.03,0.04,N,3,0
3532,32,120000,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.14,0.08,N,6,0
3533,31,81120,OWN,0.0,PERSONAL,B,24000,11.83,0.3,N,10,0
3534,27,50000,RENT,0.0,MEDICAL,B,12000,10.37,0.24,N,9,0
3535,23,95000,MORTGAGE,7.0,EDUCATION,A,5000,7.9,0.05,N,3,0
3536,29,26400,RENT,3.0,EDUCATION,A,3000,7.51,0.11,N,10,0
3537,24,34152,RENT,5.0,MEDICAL,C,6500,13.79,0.19,Y,4,0
3538,44,37000,RENT,3.0,EDUCATION,D,3600,16.77,0.1,Y,12,1
3539,29,82000,RENT,4.0,EDUCATION,B,8000,10.65,0.1,N,5,0
3540,28,42000,RENT,0.0,PERSONAL,C,14000,14.27,0.33,N,8,1
3541,24,43500,RENT,4.0,EDUCATION,C,9000,13.35,0.21,Y,2,0
3542,25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,10.65,0.08,N,2,0
3543,43,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,5.79,0.15,N,16,0
3544,24,50000,MORTGAGE,8.0,VENTURE,A,8000,6.76,0.16,N,2,0
3545,27,120000,RENT,4.0,PERSONAL,B,15000,8.88,0.13,N,7,0
3546,22,52000,RENT,7.0,VENTURE,A,5000,7.75,0.1,N,3,0
3547,22,78000,MORTGAGE,6.0,PERSONAL,A,5000,7.51,0.07,N,2,0
3548,36,60000,MORTGAGE,7.0,PERSONAL,B,20000,10.37,0.33,N,17,0
3549,23,67983,MORTGAGE,8.0,MEDICAL,C,18000,12.73,0.24,N,2,1
3550,34,50000,RENT,4.0,PERSONAL,A,6000,7.51,0.12,N,6,0
3551,25,100000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,9.63,0.05,N,4,0
3552,23,75800,RENT,0.0,VENTURE,A,10000,9.32,0.13,N,2,0
3553,22,70000,OWN,6.0,VENTURE,A,3600,8.32,0.05,N,2,0
3554,37,60000,RENT,15.0,EDUCATION,A,10000,7.51,0.17,N,17,0
3555,26,30000,MORTGAGE,2.0,EDUCATION,B,4000,11.86,0.13,N,3,0
3556,24,52800,RENT,8.0,VENTURE,B,9000,9.99,0.17,N,4,0
3557,36,63000,MORTGAGE,2.0,MEDICAL,A,4200,5.42,0.07,N,13,0
3558,35,30000,RENT,8.0,VENTURE,B,7000,12.69,0.23,N,5,0
3559,24,106000,RENT,7.0,HOMEIMPROVEMENT,D,5000,14.96,0.05,Y,2,0
3560,24,73000,RENT,2.0,DEBTCONSOLIDATION,C,6500,13.22,0.09,Y,4,0
3561,23,40000,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.49,0.15,N,3,0
3562,23,54996,RENT,3.0,DEBTCONSOLIDATION,A,11000,8.94,0.2,N,2,0
3563,39,70000,RENT,1.0,MEDICAL,B,16000,9.99,0.23,N,16,0
3564,34,85000,RENT,18.0,VENTURE,A,8000,5.42,0.09,N,6,0
3565,33,56461,MORTGAGE,2.0,EDUCATION,E,5500,15.68,0.1,N,8,0
3566,24,60000,OWN,5.0,VENTURE,D,7600,16.49,0.13,N,2,0
3567,42,78000,RENT,4.0,HOMEIMPROVEMENT,B,6000,11.58,0.08,N,11,0
3568,22,50000,MORTGAGE,2.0,EDUCATION,A,3600,6.03,0.07,N,3,0
3569,28,140000,MORTGAGE,11.0,EDUCATION,A,10000,5.79,0.07,N,8,0
3570,22,38000,RENT,0.0,EDUCATION,B,3000,11.11,0.08,N,2,0
3571,29,30000,RENT,2.0,DEBTCONSOLIDATION,A,3000,8.9,0.1,N,5,0
3572,22,52800,RENT,6.0,DEBTCONSOLIDATION,D,7500,16.29,0.15,N,4,1
3573,23,56000,OWN,4.0,MEDICAL,C,11050,13.35,0.2,N,2,0
3574,35,120000,MORTGAGE,3.0,PERSONAL,A,25000,6.62,0.21,N,6,0
3575,23,52700,MORTGAGE,4.0,MEDICAL,B,4000,11.86,0.07,N,2,0
3576,25,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,7.51,0.08,N,4,0
3577,21,42000,MORTGAGE,5.0,VENTURE,B,10800,10.99,0.26,N,4,0
3578,23,39000,RENT,1.0,VENTURE,D,9500,15.37,0.24,Y,3,1
3579,25,30000,RENT,2.0,MEDICAL,C,5000,13.72,0.17,N,3,0
3580,26,51996,RENT,2.0,EDUCATION,B,1500,9.62,0.03,N,4,0
3581,24,75000,RENT,5.0,VENTURE,B,6000,11.49,0.08,N,4,0
3582,23,69000,RENT,1.0,EDUCATION,B,10000,10.65,0.14,N,3,1
3583,27,91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0.16,N,6,0
3584,33,30000,RENT,0.0,PERSONAL,C,5000,13.49,0.17,N,7,0
3585,22,50000,RENT,6.0,VENTURE,B,15000,10.99,0.3,N,2,0
3586,34,52000,OWN,10.0,VENTURE,B,1500,11.86,0.03,N,7,0
3587,26,31200,RENT,2.0,PERSONAL,B,10000,11.86,0.32,N,2,1
3588,31,150000,RENT,15.0,HOMEIMPROVEMENT,D,5000,16.32,0.03,N,8,0
3589,23,65000,MORTGAGE,7.0,PERSONAL,B,12000,10.62,0.18,N,3,0
3590,23,55392,RENT,3.0,MEDICAL,D,6000,15.2,0.11,Y,3,1
3591,23,40308,MORTGAGE,1.0,EDUCATION,A,3000,7.68,0.08,N,4,0
3592,25,70000,RENT,6.0,EDUCATION,B,15000,11.71,0.21,N,4,0
3593,22,50000,MORTGAGE,1.0,EDUCATION,B,10000,9.88,0.2,N,4,0
3594,26,82000,RENT,2.0,DEBTCONSOLIDATION,C,20000,13.47,0.24,N,4,0
3595,23,70000,MORTGAGE,7.0,VENTURE,A,10000,5.79,0.14,N,4,0
3596,22,45000,RENT,3.0,EDUCATION,B,6000,10.0,0.13,N,4,0
3597,25,80000,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0.13,N,4,0
3598,23,80000,MORTGAGE,7.0,EDUCATION,B,8000,11.49,0.1,N,3,0
3599,23,55000,MORTGAGE,7.0,PERSONAL,A,10000,8.94,0.18,N,4,0
3600,27,44000,RENT,2.0,MEDICAL,D,9000,14.96,0.2,Y,7,1
3601,25,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,16000,13.48,0.18,N,3,0
3602,29,30000,OWN,5.0,HOMEIMPROVEMENT,C,4400,15.23,0.15,N,10,0
3603,24,67500,MORTGAGE,8.0,PERSONAL,A,3000,7.88,0.04,N,3,0
3604,31,35000,RENT,5.0,EDUCATION,B,5000,11.71,0.14,N,5,0
3605,26,60000,RENT,2.0,VENTURE,A,16000,6.91,0.27,N,3,0
3606,22,39000,RENT,7.0,DEBTCONSOLIDATION,C,7000,14.35,0.18,Y,2,0
3607,35,102000,RENT,5.0,EDUCATION,A,10000,6.92,0.1,N,10,0
3608,32,50000,MORTGAGE,16.0,VENTURE,A,2500,6.03,0.05,N,8,0
3609,24,60000,MORTGAGE,5.0,VENTURE,A,20000,7.88,0.33,N,4,0
3610,22,65000,MORTGAGE,0.0,EDUCATION,A,6000,7.74,0.09,N,3,0
3611,23,48000,RENT,3.0,PERSONAL,D,10000,15.62,0.21,Y,4,0
3612,29,48000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7000,6.62,0.15,N,6,0
3613,22,42000,MORTGAGE,3.0,EDUCATION,A,5400,7.14,0.13,N,3,0
3614,22,90000,MORTGAGE,4.0,EDUCATION,A,7200,7.88,0.08,N,2,0
3615,23,72000,MORTGAGE,3.0,EDUCATION,B,15000,11.86,0.21,N,4,0
3616,24,70000,RENT,6.0,PERSONAL,C,12000,13.49,0.17,N,3,0
3617,24,42000,MORTGAGE,4.0,PERSONAL,A,5000,5.42,0.12,N,2,0
3618,65,84000,MORTGAGE,3.0,EDUCATION,C,25000,13.8,0.3,N,29,0
3619,28,98000,RENT,4.0,PERSONAL,A,14000,7.51,0.14,N,5,0
3620,27,85000,RENT,0.0,MEDICAL,B,8000,12.42,0.09,N,9,0
3621,22,27000,RENT,3.0,MEDICAL,C,9000,13.79,0.33,Y,3,1
3622,37,42871,RENT,2.0,VENTURE,B,2000,11.49,0.05,N,13,0
3623,28,42000,RENT,6.0,EDUCATION,B,3000,11.49,0.07,N,5,0
3624,24,32000,RENT,0.0,EDUCATION,A,1200,8.0,0.04,N,2,0
3625,22,39996,RENT,4.0,DEBTCONSOLIDATION,B,5000,11.89,0.13,N,2,0
3626,28,84000,RENT,3.0,VENTURE,B,6000,11.49,0.07,N,7,0
3627,35,36000,MORTGAGE,6.0,PERSONAL,A,6000,7.51,0.17,N,5,0
3628,22,24000,RENT,2.0,EDUCATION,D,4000,15.65,0.17,Y,3,1
3629,29,90000,MORTGAGE,13.0,MEDICAL,A,12000,6.62,0.13,N,10,0
3630,60,98000,RENT,1.0,VENTURE,C,16000,14.79,0.16,Y,19,1
3631,21,47000,RENT,2.0,DEBTCONSOLIDATION,A,8000,5.99,0.17,N,2,0
3632,23,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.62,0.17,N,4,0
3633,36,260000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,25000,10.36,0.1,N,14,0
3634,25,40000,OWN,6.0,MEDICAL,A,1000,6.76,0.03,N,2,0
3635,39,58000,OWN,13.0,VENTURE,A,6000,7.74,0.1,N,14,0
3636,45,50000,RENT,0.0,HOMEIMPROVEMENT,C,3500,13.49,0.07,Y,12,0
3637,27,52000,RENT,1.0,EDUCATION,B,3000,11.48,0.06,N,8,0
3638,32,93000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,6.62,0.13,N,10,0
3639,22,50000,RENT,6.0,EDUCATION,C,6000,12.87,0.12,Y,2,0
3640,34,150000,RENT,3.0,HOMEIMPROVEMENT,A,7500,7.51,0.05,N,6,0
3641,27,43200,RENT,4.0,VENTURE,C,5000,13.8,0.12,N,6,0
3642,25,30000,RENT,3.0,EDUCATION,B,6500,9.91,0.22,N,3,1
3643,25,62000,RENT,0.0,HOMEIMPROVEMENT,C,10000,14.65,0.16,N,4,0
3644,40,39000,RENT,3.0,HOMEIMPROVEMENT,D,20000,14.74,0.51,N,16,1
3645,30,60000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.37,0.08,N,6,0
3646,32,24000,RENT,0.0,VENTURE,B,5000,11.49,0.21,N,9,0
3647,38,60000,RENT,5.0,PERSONAL,A,12000,7.49,0.2,N,14,0
3648,28,25000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,3000,11.78,0.12,Y,9,0
3649,23,72000,MORTGAGE,7.0,EDUCATION,C,15000,14.22,0.21,N,3,0
3650,29,110000,OWN,0.0,PERSONAL,B,16000,12.42,0.15,N,9,0
3651,26,140000,RENT,0.0,EDUCATION,A,8400,8.0,0.06,N,4,0
3652,27,68000,RENT,8.0,MEDICAL,B,6000,11.49,0.09,N,10,0
3653,28,74400,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0.2,N,6,0
3654,23,42000,RENT,3.0,PERSONAL,B,3000,11.11,0.07,N,3,0
3655,26,25000,RENT,4.0,PERSONAL,B,3000,11.86,0.12,N,3,0
3656,25,65000,RENT,0.0,DEBTCONSOLIDATION,C,18000,14.35,0.28,Y,4,0
3657,38,47000,MORTGAGE,8.0,VENTURE,A,3000,6.62,0.06,N,16,0
3658,52,33600,RENT,4.0,EDUCATION,A,5000,8.49,0.15,N,25,0
3659,25,45000,RENT,2.0,PERSONAL,C,12000,13.85,0.27,Y,3,0
3660,22,72000,RENT,3.0,MEDICAL,C,20000,13.85,0.28,N,3,0
3661,33,14000,RENT,0.0,MEDICAL,C,2500,13.22,0.18,Y,8,1
3662,27,62496,RENT,4.0,VENTURE,D,10000,14.11,0.16,Y,5,0
3663,24,73500,RENT,0.0,HOMEIMPROVEMENT,B,15000,11.71,0.2,N,2,0
3664,39,75000,MORTGAGE,10.0,MEDICAL,C,6000,13.61,0.08,Y,14,0
3665,27,90000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,10000,13.98,0.11,Y,9,0
3666,23,60629,MORTGAGE,7.0,VENTURE,A,10000,7.49,0.16,N,4,0
3667,37,140000,RENT,3.0,VENTURE,A,20000,6.91,0.14,N,13,0
3668,35,48000,RENT,4.0,MEDICAL,A,10000,9.63,0.21,N,10,0
3669,24,75000,RENT,5.0,EDUCATION,A,12000,8.9,0.16,N,3,0
3670,22,65000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0.15,N,2,0
3671,22,59000,MORTGAGE,6.0,MEDICAL,B,20000,11.49,0.34,N,2,1
3672,38,81000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,7.88,0.12,N,16,0
3673,31,60000,RENT,4.0,VENTURE,C,5000,13.98,0.08,Y,6,0
3674,21,40000,RENT,5.0,VENTURE,B,4000,9.63,0.1,N,4,0
3675,31,122000,RENT,0.0,MEDICAL,C,4800,13.23,0.04,Y,8,0
3676,22,54263,RENT,0.0,DEBTCONSOLIDATION,A,3500,7.66,0.06,N,3,0
3677,32,65000,RENT,4.0,EDUCATION,B,12000,10.71,0.18,N,7,0
3678,24,30000,RENT,2.0,VENTURE,B,3000,10.59,0.1,N,4,0
3679,36,40000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.03,0.25,N,16,0
3680,27,80000,OWN,1.0,PERSONAL,B,25000,9.99,0.31,N,10,0
3681,22,42000,RENT,6.0,PERSONAL,A,10000,5.42,0.24,N,4,1
3682,24,44000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.14,0.14,N,4,1
3683,22,40000,RENT,4.0,EDUCATION,B,12000,10.59,0.3,N,2,0
3684,27,85000,RENT,0.0,VENTURE,A,10000,5.79,0.12,N,8,0
3685,25,48000,RENT,5.0,MEDICAL,D,5000,14.11,0.1,N,2,0
3686,24,55000,MORTGAGE,8.0,MEDICAL,A,8000,7.49,0.15,N,3,0
3687,23,70000,MORTGAGE,7.0,PERSONAL,A,10000,7.88,0.14,N,3,0
3688,22,90000,MORTGAGE,4.0,EDUCATION,A,10000,7.14,0.11,N,3,0
3689,25,39000,RENT,0.0,PERSONAL,D,6000,14.96,0.15,Y,3,1
3690,27,44000,MORTGAGE,0.0,VENTURE,B,10000,12.69,0.23,N,8,0
3691,27,70000,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0.11,N,6,0
3692,25,80000,RENT,9.0,PERSONAL,C,10000,14.27,0.13,N,3,0
3693,26,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,25000,7.49,0.21,N,4,0
3694,42,48000,MORTGAGE,6.0,PERSONAL,A,4400,6.62,0.09,N,13,0
3695,22,38004,OWN,0.0,PERSONAL,A,3900,7.51,0.1,N,4,0
3696,21,70553,RENT,5.0,VENTURE,C,10000,13.49,0.14,N,4,1
3697,22,40000,OWN,6.0,PERSONAL,A,6000,7.74,0.15,N,2,0
3698,24,38400,MORTGAGE,4.0,VENTURE,B,4000,11.99,0.11,N,4,0
3699,25,60000,OWN,4.0,HOMEIMPROVEMENT,C,13000,13.98,0.22,Y,4,0
3700,23,36000,OWN,7.0,VENTURE,B,11200,9.88,0.31,N,2,0
3701,24,45000,MORTGAGE,8.0,VENTURE,B,7800,9.88,0.17,N,3,0
3702,22,44000,RENT,6.0,EDUCATION,B,10000,12.69,0.23,N,3,0
3703,28,70000,MORTGAGE,2.0,PERSONAL,C,3500,15.23,0.05,Y,7,0
3704,21,75000,RENT,6.0,EDUCATION,A,10000,6.17,0.13,N,3,0
3705,34,59500,MORTGAGE,4.0,EDUCATION,B,6000,12.18,0.1,N,8,0
3706,23,60000,RENT,8.0,PERSONAL,B,4800,11.71,0.08,N,2,0
3707,21,30000,RENT,1.0,EDUCATION,C,12000,12.53,0.4,Y,4,1
3708,29,40000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0.15,N,9,0
3709,23,36000,RENT,0.0,VENTURE,B,10000,9.99,0.28,N,3,0
3710,26,85000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,16000,8.9,0.19,N,3,0
3711,27,140000,MORTGAGE,11.0,VENTURE,A,6000,6.76,0.04,N,10,0
3712,32,51700,OWN,2.0,EDUCATION,B,13200,11.14,0.26,N,9,0
3713,23,55000,RENT,2.0,EDUCATION,A,7000,6.03,0.13,N,3,0
3714,22,60000,RENT,0.0,EDUCATION,B,12000,10.65,0.2,N,3,0
3715,23,42000,MORTGAGE,7.0,PERSONAL,B,5000,10.65,0.12,N,2,0
3716,37,80000,MORTGAGE,18.0,VENTURE,A,7000,6.62,0.09,N,12,0
3717,35,60000,OWN,5.0,MEDICAL,B,14000,9.88,0.23,N,9,0
3718,22,210000,MORTGAGE,6.0,VENTURE,A,18000,6.54,0.08,N,2,0
3719,33,52000,MORTGAGE,2.0,PERSONAL,A,2500,6.99,0.05,N,8,0
3720,37,80000,RENT,12.0,EDUCATION,A,10000,6.03,0.13,N,11,0
3721,27,51000,RENT,6.0,DEBTCONSOLIDATION,E,17500,16.4,0.33,Y,7,1
3722,23,95000,RENT,8.0,DEBTCONSOLIDATION,A,10000,9.32,0.1,N,2,0
3723,31,41000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,17000,12.84,0.39,Y,8,0
3724,37,40000,RENT,1.0,MEDICAL,C,4000,13.23,0.1,N,13,0
3725,27,80000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,0.06,N,9,0
3726,26,63000,RENT,7.0,MEDICAL,C,8400,13.92,0.13,N,2,0
3727,28,156000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,15.23,0.1,N,5,0
3728,24,115000,MORTGAGE,5.0,VENTURE,A,10000,6.54,0.09,N,3,0
3729,33,40000,RENT,0.0,DEBTCONSOLIDATION,B,1675,12.69,0.04,N,5,0
3730,24,72000,OWN,6.0,MEDICAL,A,16000,6.17,0.22,N,4,0
3731,28,52500,RENT,0.0,MEDICAL,B,17000,10.95,0.32,N,7,1
3732,25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5600,8.07,0.05,N,4,0
3733,24,50000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,13.06,0.16,N,3,0
3734,25,55000,MORTGAGE,9.0,MEDICAL,B,10000,11.99,0.18,N,3,0
3735,27,30000,RENT,0.0,MEDICAL,B,10625,10.99,0.35,N,5,1
3736,37,75000,RENT,5.0,HOMEIMPROVEMENT,B,10000,11.12,0.13,N,14,0
3737,23,60000,MORTGAGE,5.0,PERSONAL,A,10000,7.88,0.17,N,2,0
3738,34,120000,RENT,2.0,HOMEIMPROVEMENT,B,12000,10.74,0.1,N,5,0
3739,25,102000,RENT,9.0,HOMEIMPROVEMENT,E,14000,17.19,0.14,Y,2,0
3740,42,42000,RENT,4.0,MEDICAL,A,8000,7.49,0.19,N,14,0
3741,26,80000,MORTGAGE,6.0,EDUCATION,A,9600,5.79,0.12,N,3,0
